Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cmｲ),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
176,0.666577512,0.661081318,0.659190849,0.661182622,0.659911813,3.308,0.70212,70.212,27.953,41.601,42.304,51.619,53.783,55.444,1301.124,1270.626,1294.54,1283.091,4.816,2.149,23.036,21.401,2.015,50.031
176.5,0.666702423,0.661234875,0.659301335,0.661285855,0.660043873,3.312,0.70227,70.227,27.94,41.104,42.423,51.601,53.791,55.42,1299.929,1267.041,1299.787,1286.679,4.801,2.171,23.038,21.396,2.019,50.155
177,0.666779417,0.661435798,0.65940149,0.661335423,0.660165287,3.306,0.70237,70.237,27.861,41.3,42.475,51.642,53.841,55.467,1299.872,1267.895,1294.312,1281.268,4.796,2.15,23.036,21.392,2.018,50.149
177.5,0.666773123,0.661575373,0.659491101,0.661310714,0.660212418,3.312,0.70222,70.222,27.826,41.436,42.411,51.614,53.796,55.454,1300.498,1268.35,1303.209,1291.122,4.795,2.113,23.036,21.329,1.995,50.002
178,0.666677652,0.661578007,0.65954733,0.661255153,0.660160167,3.313,0.70217,70.217,27.774,41.212,42.405,51.597,53.814,55.448,1301.579,1269.146,1295.396,1282.009,4.797,2.15,23.036,21.39,2.012,50.026
178.5,0.666538979,0.661462495,0.659547838,0.66123107,0.660059049,3.306,0.70227,70.227,27.784,41.188,42.305,51.472,53.686,55.344,1303.854,1272.049,1300.985,1287.875,4.817,2.09,23.038,21.403,2.012,50.125
179,0.666428567,0.661330953,0.659501497,0.661270528,0.659997667,3.308,0.70232,70.232,27.771,41.391,42.197,51.569,53.751,55.438,1301.237,1270.171,1298.761,1286.85,4.794,2.171,23.036,21.399,2.008,49.864
179.5,0.666378447,0.66128049,0.659428217,0.66134673,0.660017223,3.304,0.70227,70.227,27.786,41.424,42.229,51.656,53.766,55.454,1299.701,1268.691,1294.369,1282.635,4.796,2.15,23.039,21.397,1.997,49.872
180,0.666355546,0.661318093,0.659319283,0.661382226,0.660069153,3.313,0.70242,70.242,27.81,41.187,42.354,51.563,53.795,55.479,1301.237,1268.805,1305.604,1293.401,4.796,2.091,23.036,21.403,2.013,49.995
180.5,0.666306662,0.661365607,0.659151304,0.661302784,0.660061485,3.312,0.70237,70.237,27.836,41.899,42.339,51.586,53.779,55.425,1300.384,1268.691,1297.506,1284.287,4.797,2.134,23.038,21.331,2.012,49.899
181,0.666211477,0.661336924,0.658938294,0.661096294,0.659938069,3.303,0.70232,70.232,27.824,41.299,42.319,51.603,53.84,55.465,1298.905,1268.122,1297.677,1285.369,4.796,2.069,23.038,21.329,2.016,49.836
181.5,0.666086687,0.661199899,0.658740109,0.660821082,0.659713208,3.311,0.70237,70.237,27.839,41.276,42.285,51.615,53.802,55.448,1300.896,1268.577,1303.893,1292.261,4.797,2.113,23.036,21.401,2.008,49.95
182,0.665963144,0.660981396,0.658608471,0.660565337,0.659448634,3.304,0.70232,70.232,27.865,41.222,42.354,51.677,53.8,55.493,1300.384,1269.431,1305.889,1293.742,4.795,2.091,23.034,21.401,2.012,49.865
182.5,0.665871526,0.660739055,0.658537426,0.660392946,0.659207029,3.3,0.70222,70.222,27.87,41.323,42.359,51.7,53.828,55.462,1300.213,1269.545,1296.251,1283.091,4.797,2.154,23.036,21.378,2.012,49.756
183,0.665834138,0.660533959,0.658483799,0.66031545,0.659024629,3.308,0.70227,70.227,27.911,41.381,42.388,51.637,53.81,55.459,1303.114,1271.252,1297.791,1286.452,4.795,2.069,23.036,21.399,2.011,49.978
183.5,0.665870004,0.660427081,0.658448585,0.660331442,0.658937695,3.304,0.70207,70.207,27.916,41.319,42.275,51.638,53.804,55.474,1294.866,1263.74,1306.345,1293.856,4.795,2.113,23.036,21.449,2.004,49.854
184,0.666022261,0.660490373,0.658526597,0.660500383,0.659029218,3.302,0.70237,70.237,27.923,41.426,42.379,51.623,53.851,55.48,1300.498,1269.26,1294.312,1283.034,4.796,2.151,23.038,21.397,2.004,49.842
184.5,0.6663634,0.660792036,0.658846151,0.660930403,0.659405042,3.298,0.70227,70.227,27.916,41.155,42.2,51.631,53.845,55.494,1301.123,1270.285,1300.472,1287.819,4.796,2.166,23.007,21.396,2.009,49.802
185,0.666935166,0.661343883,0.659444439,0.661656714,0.660091238,3.306,0.70207,70.207,27.951,41.298,42.374,51.641,53.725,55.424,1299.758,1267.212,1297.791,1284.686,4.796,2.049,22.998,21.35,2.065,50.26
185.5,0.667675611,0.662064638,0.660208306,0.662558209,0.660967141,3.317,0.70227,70.227,28.047,41.669,42.287,51.373,53.501,55.239,1296.63,1264.935,1299.787,1287.477,4.797,2.092,23.036,21.401,2.024,50.264
186,0.668428071,0.662814369,0.660937281,0.663420603,0.66182019,3.319,0.70237,70.237,28.321,40.873,42.388,51.127,53.315,54.997,1301.863,1269.431,1300.015,1287.762,4.795,2.15,23.036,21.329,1.939,51.074
186.5,0.66903871,0.663474199,0.66146337,0.664067662,0.662472335,3.326,0.70212,70.212,28.5,41.527,42.455,51.69,53.733,55.426,1298.962,1267.212,1295.168,1282.806,4.796,2.151,23.036,21.468,1.926,50.193
187,0.669445953,0.66399302,0.661733748,0.664434662,0.662863288,3.324,0.70242,70.242,28.567,41.625,42.408,51.574,53.752,55.458,1301.351,1268.862,1302.753,1291.122,4.795,2.113,23.036,21.397,1.976,50.105
187.5,0.669679307,0.664368956,0.66181381,0.664558088,0.663037309,3.324,0.70222,70.222,28.582,41.518,42.406,51.501,53.785,55.429,1298.962,1267.041,1296.479,1284.572,4.796,2.132,23.038,21.401,1.999,50.119
188,0.669789563,0.66460474,0.661820428,0.664523517,0.663074884,3.322,0.70232,70.232,28.586,41.571,42.397,51.604,53.717,55.413,1300.1,1268.179,1295.738,1283.205,4.798,2.131,23.039,21.401,1.971,50.473
188.5,0.669803747,0.664692247,0.661838403,0.664415276,0.663046206,3.328,0.70212,70.212,28.596,41.283,42.211,51.652,53.816,55.477,1305.333,1273.073,1301.099,1288.787,4.798,2.15,23.039,21.274,2.023,49.914
189,0.669747411,0.664642967,0.661885293,0.664294217,0.663009771,3.322,0.70222,70.222,28.586,41.36,42.275,51.613,53.78,55.432,1303.797,1271.537,1296.536,1283.49,4.795,2.134,23.038,21.397,1.993,50.166
189.5,0.669675922,0.664519807,0.661938732,0.664196594,0.663013204,3.323,0.70217,70.217,28.524,41.444,42.397,51.596,53.795,55.444,1298.393,1267.212,1300.015,1287.705,4.799,2.088,23.041,21.401,2.043,50.23
190,0.669651139,0.664413737,0.661979855,0.664131968,0.663071678,3.322,0.70217,70.217,28.509,42.186,42.425,51.687,53.815,55.485,1299.872,1268.919,1300.072,1287.819,4.795,2.15,22.981,21.329,2.043,49.998
190.5,0.669686518,0.664379928,0.662009031,0.664082481,0.663156503,3.322,0.70227,70.227,28.436,41.231,42.304,51.701,53.699,55.498,1303.001,1271.65,1299.958,1286.395,4.795,2.151,23.038,21.394,1.972,49.947
191,0.669733014,0.664402617,0.662032762,0.664023439,0.663218437,3.327,0.70251,70.251,28.393,41.564,42.382,51.549,53.736,55.409,1298.052,1265.903,1296.365,1284.401,4.797,2.149,23.038,21.394,2.015,50.178
191.5,0.669730891,0.664418407,0.662043804,0.663949129,0.663222559,3.322,0.70237,70.237,28.319,41.295,42.33,51.56,53.591,55.441,1300.839,1269.602,1295.225,1281.781,4.796,2.09,23.038,21.396,2.001,50.068
192,0.669665724,0.6643649,0.662013783,0.663869078,0.66316049,3.323,0.70237,70.237,28.258,41.385,42.337,51.581,53.801,55.435,1301.806,1269.488,1295.396,1281.952,4.796,2.134,23.038,21.39,2.019,50.052
192.5,0.669561199,0.664217427,0.661908649,0.663783802,0.663039948,3.326,0.70237,70.237,28.173,41.055,42.33,51.621,53.805,55.469,1299.246,1266.927,1296.993,1283.376,4.797,2.149,23.038,21.331,2.027,50.015
193,0.669429255,0.66399337,0.661713485,0.663679738,0.662869663,3.319,0.70251,70.251,28.122,41.151,42.328,51.524,53.662,55.272,1300.384,1268.691,1303.152,1290.097,4.796,2.192,23.038,21.331,2.031,50.319
193.5,0.669246268,0.663724051,0.661439536,0.663543797,0.66264868,3.322,0.70242,70.242,28.053,41.068,42.366,51.578,53.883,55.47,1304.195,1272.163,1304.121,1291.122,4.796,2.194,23.036,21.464,2.031,49.859
194,0.66897547,0.663428767,0.66111232,0.663366687,0.662367724,3.321,0.70251,70.251,28.004,41.096,42.328,51.685,53.872,55.492,1299.986,1268.236,1294.369,1281.382,4.796,2.15,23.034,21.331,2.044,49.994
194.5,0.668599623,0.663118638,0.660763033,0.663133124,0.662024229,3.318,0.70237,70.237,27.96,41.22,42.232,51.56,53.809,55.423,1301.01,1269.203,1297.734,1285.255,4.796,2.172,23.038,21.396,2.054,49.897
195,0.66813619,0.662801955,0.660427259,0.662820584,0.661630008,3.314,0.70256,70.256,27.962,41.208,42.35,51.56,53.839,55.467,1297.824,1266.756,1304.692,1292.888,4.796,2.114,22.994,21.331,2.051,50.025
195.5,0.667637918,0.662470791,0.660134455,0.662415423,0.661202264,3.316,0.70242,70.242,27.923,41.118,42.333,51.563,53.835,55.464,1298.052,1266.187,1301.498,1289.641,4.795,2.133,23.038,21.329,2.094,49.694
196,0.667180092,0.662108202,0.659889829,0.661935173,0.66076142,3.313,0.70247,70.247,27.844,41.132,42.347,51.473,53.702,55.274,1299.645,1267.951,1303.095,1290.496,4.805,2.216,23.034,21.392,2.05,50.221
196.5,0.666824028,0.661725996,0.65967174,0.66143609,0.660338558,3.305,0.70251,70.251,27.838,41.123,42.299,51.608,53.825,55.468,1299.019,1267.895,1301.156,1289.129,4.799,2.169,23.038,21.339,2.053,49.687
197,0.666578618,0.661375299,0.659456777,0.660992031,0.659971896,3.312,0.70251,70.251,27.824,41.088,42.29,51.544,53.832,55.475,1298.678,1266.984,1304.578,1291.35,4.803,2.134,23.036,21.39,2.046,49.769
197.5,0.666405932,0.661105794,0.659249422,0.660654708,0.659693072,3.304,0.70251,70.251,27.761,41.114,42.386,51.665,53.822,55.471,1298.166,1267.382,1298.818,1285.825,4.799,2.171,23.036,21.329,2.038,49.915
198,0.666261312,0.660925857,0.65907571,0.6604238,0.659512099,3.305,0.70251,70.251,27.786,40.887,42.425,51.549,53.836,55.503,1298.678,1267.212,1302.467,1289.926,4.814,2.113,23.036,21.401,2.013,49.79
198.5,0.666116986,0.660805083,0.658946626,0.660254876,0.659404656,3.305,0.70256,70.256,27.738,41.016,42.324,51.515,53.814,55.472,1303.513,1271.65,1299.046,1285.597,4.795,2.171,23.036,21.394,2.049,49.823
199,0.665963819,0.660707377,0.658844404,0.660108167,0.659323633,3.309,0.70251,70.251,27.745,41.161,42.181,51.566,53.833,55.48,1299.588,1266.984,1300.015,1288.388,4.804,2.154,23.036,21.331,2.034,49.84
199.5,0.665816204,0.660626328,0.658752456,0.659995049,0.65924069,3.302,0.70247,70.247,27.703,40.744,42.315,51.552,53.792,55.409,1301.18,1269.772,1304.578,1291.635,4.797,2.134,23.036,21.331,2.044,49.94
200,0.66570838,0.660593475,0.658684037,0.659969095,0.659170514,3.301,0.70251,70.251,27.686,40.844,42.299,51.639,53.791,55.481,1300.213,1268.748,1296.536,1283.661,4.796,2.151,23.036,21.392,2.018,49.715
200.5,0.665671874,0.660648066,0.658673514,0.660066859,0.659153812,3.307,0.70251,70.251,27.683,40.83,42.191,51.608,53.836,55.474,1298.791,1267.951,1303.266,1289.983,4.808,2.092,23.038,21.397,2.076,49.731
201,0.665711957,0.660793541,0.658743492,0.66026054,0.659225199,3.3,0.70251,70.251,27.668,41.219,42.2,51.574,53.814,55.443,1299.872,1268.805,1294.369,1282.977,4.797,2.114,23.036,21.386,2.046,49.927
201.5,0.665794548,0.660977635,0.658877406,0.660469345,0.659380558,3.306,0.70242,70.242,27.761,41.554,42.197,51.605,53.818,55.459,1300.441,1268.407,1305.604,1293.344,4.795,2.112,23.036,21.394,2.037,49.804
202,0.665856814,0.66111829,0.659016636,0.66061503,0.659556249,3.309,0.70251,70.251,27.833,41.253,42.354,51.632,53.89,55.491,1303.228,1270.854,1298.19,1285.426,4.797,2.172,23.038,21.403,2.088,49.932
202.5,0.665851675,0.66116452,0.659087974,0.66066757,0.659659585,3.31,0.70237,70.237,27.899,41.446,42.356,51.568,53.802,55.46,1300.043,1267.838,1303.836,1291.065,4.796,2.113,23.036,21.329,2.036,49.913
203,0.665784663,0.661135108,0.659046304,0.660641581,0.659642044,3.303,0.70251,70.251,27.919,41.397,42.275,51.614,53.811,55.46,1298.791,1267.951,1298.818,1285.654,4.816,2.09,23.038,21.397,2.027,49.785
203.5,0.665698577,0.661090816,0.658899043,0.660564122,0.659538074,3.307,0.70242,70.242,27.983,41.394,42.259,51.653,53.832,55.454,1299.531,1267.325,1298.875,1285.711,4.796,2.113,23.039,21.331,2.035,50.353
204,0.665643033,0.661081598,0.658700761,0.660468826,0.659434145,3.307,0.70251,70.251,28.047,41.458,42.31,51.568,53.691,55.331,1299.815,1266.984,1303.494,1291.407,4.797,2.12,23.036,21.396,2.013,50.286
204.5,0.665669148,0.661125048,0.658530565,0.660417238,0.659408541,3.302,0.70247,70.247,28.105,41.308,42.331,51.621,53.705,55.425,1302.147,1270.512,1297.392,1285.483,4.797,2.068,22.963,21.329,1.975,50.119
205,0.665817254,0.661203765,0.658459804,0.660483596,0.659489569,3.302,0.70237,70.237,28.105,41.453,42.339,51.59,53.777,55.471,1296.744,1265.561,1295.396,1282.692,4.796,2.151,23.036,21.329,2.005,50.109
205.5,0.66607668,0.661268222,0.658516765,0.660687975,0.659651413,3.307,0.70256,70.256,28.101,41.236,42.304,51.558,53.745,55.418,1299.588,1266.699,1299.559,1286.338,4.795,2.151,23.036,21.316,2.077,50.174
206,0.666374077,0.661278306,0.65867485,0.660959643,0.659848736,3.309,0.70237,70.237,28.121,41.289,42.435,51.563,53.67,55.355,1300.1,1268.008,1298.818,1285.711,4.796,2.151,23.036,21.396,2.05,50.286
206.5,0.666627353,0.661261488,0.658881362,0.661192482,0.660058345,3.309,0.70256,70.256,28.174,41.161,42.319,51.428,53.671,55.353,1300.725,1268.464,1300.015,1286.281,4.795,2.091,23.036,21.337,2.023,50.108
207,0.666805885,0.66129707,0.659094495,0.661336098,0.660280242,3.308,0.70227,70.227,28.196,41.312,42.446,51.61,53.765,55.432,1301.749,1270.057,1299.787,1286.679,4.797,2.172,23.036,21.394,2.02,50.196
207.5,0.666927168,0.661421617,0.659288762,0.661422138,0.660500625,3.306,0.70247,70.247,28.255,41.541,42.373,51.633,53.82,55.469,1299.758,1268.748,1297.905,1286.508,4.795,2.153,23.036,21.331,2.08,49.828
208,0.667009806,0.661578188,0.659440404,0.661511092,0.660678224,3.315,0.70232,70.232,28.31,41.032,42.383,51.607,53.8,55.479,1301.351,1268.065,1305.433,1292.261,4.797,2.114,23.036,21.329,2.084,50.01
208.5,0.667054545,0.661681131,0.659532628,0.661636978,0.660786753,3.312,0.70247,70.247,28.381,41.279,42.272,51.763,53.797,55.469,1298.222,1267.269,1302.182,1289.3,4.795,2.171,22.988,21.331,2.099,49.947
209,0.667067141,0.661708934,0.659577642,0.66180012,0.660856619,3.308,0.70247,70.247,28.48,41.485,42.38,51.642,53.776,55.502,1297.312,1266.586,1294.655,1282.066,4.794,2.13,23.036,21.331,2.038,49.971
209.5,0.66707611,0.661718761,0.6596163,0.661981265,0.660952981,3.312,0.70242,70.242,28.618,41.394,42.438,51.661,53.715,55.406,1299.36,1267.155,1299.388,1286.565,4.796,2.076,23.039,21.46,2.071,50.016
210,0.667121102,0.661790879,0.659688199,0.662152714,0.661116166,3.312,0.70247,70.247,28.688,41.609,42.36,51.709,53.757,55.498,1300.725,1269.033,1296.194,1283.148,4.796,2.15,23.038,21.47,2.038,49.926
210.5,0.667228996,0.661960547,0.659801737,0.662293095,0.661331004,3.31,0.70242,70.242,28.65,41.456,42.35,51.705,53.818,55.474,1299.303,1267.895,1301.498,1289.869,4.808,2.091,23.036,21.399,2.069,50.569
211,0.667395494,0.662177716,0.659930841,0.662392861,0.661540843,3.314,0.70212,70.212,28.625,41.681,42.368,51.754,53.828,55.492,1301.237,1269.829,1298.989,1286.452,4.794,2.154,23.036,21.471,2.054,50.858
211.5,0.667581808,0.662340464,0.660038899,0.662442789,0.661683883,3.317,0.70232,70.232,28.651,41.533,42.455,51.726,53.671,55.465,1300.953,1268.521,1295.054,1283.319,4.796,2.154,23.036,21.46,2.045,50.421
212,0.66773764,0.662396962,0.660112841,0.662438334,0.661733208,3.316,0.70232,70.232,28.628,41.6,42.357,51.667,53.828,55.468,1300.953,1268.577,1300.015,1287.021,4.808,2.171,23.036,21.458,2.082,49.852
212.5,0.667838317,0.662407322,0.660177145,0.662406308,0.661717774,3.313,0.70232,70.232,28.576,41.592,42.359,51.695,53.832,55.514,1300.441,1268.293,1300.015,1287.762,4.796,2.15,23.036,21.47,2.046,50.062
213,0.667897641,0.662483836,0.660266294,0.662402856,0.661697663,3.314,0.70247,70.247,28.615,41.505,42.399,51.63,53.817,55.466,1300.043,1268.577,1300.985,1288.73,4.799,2.091,23.041,21.464,2.065,50.12
213.5,0.667937578,0.662672996,0.660374591,0.662462606,0.661703264,3.311,0.70207,70.207,28.631,41.68,42.4,51.674,53.71,55.398,1302.602,1270.797,1300.015,1287.875,4.797,2.091,23.038,21.47,2.058,50.287
214,0.667953174,0.662902765,0.660443402,0.662558381,0.661704214,3.32,0.70222,70.222,28.61,41.2,42.342,51.667,53.818,55.468,1298.905,1266.472,1304.863,1291.065,4.796,2.171,23.034,21.458,2.076,49.903
214.5,0.667921504,0.66304477,0.660415857,0.662622284,0.661651933,3.319,0.70237,70.237,28.517,41.377,42.315,51.594,53.772,55.433,1300.555,1268.35,1301.156,1289.015,4.796,2.101,23.038,21.422,2.076,50.139
215,0.667838557,0.663026492,0.660297899,0.662599454,0.661538562,3.315,0.70237,70.237,28.433,41.453,42.215,51.632,53.78,55.435,1298.734,1267.325,1301.156,1288.844,4.796,2.11,23.036,21.399,2.069,49.88
215.5,0.667721787,0.662873919,0.660138929,0.662470564,0.6613885,3.311,0.70237,70.237,28.394,41.703,42.334,51.646,53.773,55.44,1300.782,1269.943,1303.665,1292.09,4.798,2.193,23.036,21.392,2.069,50.17
216,0.667572874,0.66265288,0.659956293,0.662235018,0.661206223,3.317,0.70232,70.232,28.359,41.568,42.289,51.654,53.817,55.496,1297.654,1265.618,1296.08,1283.034,4.793,2.146,23.036,21.331,2.063,49.892
216.5,0.667363324,0.662407962,0.659716618,0.661901559,0.660966618,3.314,0.70247,70.247,28.345,41.403,42.224,51.656,53.81,55.48,1301.294,1269.374,1305.775,1293.401,4.796,2.15,23.036,21.401,2.076,49.913
217,0.667072505,0.662170618,0.659399993,0.661505985,0.660657174,3.312,0.70242,70.242,28.297,41.248,42.307,51.691,53.804,55.442,1299.588,1267.895,1305.718,1291.863,4.799,2.113,23.038,21.331,2.067,50.059
217.5,0.66672919,0.661976938,0.659050388,0.661115282,0.660305925,3.306,0.70242,70.242,28.26,41.436,42.304,51.573,53.745,55.374,1302.204,1270.626,1301.042,1288.16,4.801,2.111,23.036,21.394,2.057,50.17
218,0.666399061,0.661833589,0.658747003,0.660789733,0.659961034,3.308,0.70247,70.247,28.225,41.339,42.221,51.601,53.77,55.422,1299.246,1268.577,1296.765,1284.287,4.795,2.15,23.036,21.397,2.069,49.867
218.5,0.666124981,0.661681801,0.658536331,0.660539949,0.659649823,3.304,0.70237,70.237,28.142,41.429,42.221,51.518,53.812,55.461,1301.977,1271.081,1297.62,1286.167,4.797,2.149,22.965,21.394,2.081,50.054
219,0.665885999,0.661432201,0.658393074,0.660330445,0.659360788,3.308,0.70242,70.242,28.073,41.09,42.211,51.641,53.831,55.46,1302.261,1269.886,1299.901,1286.565,4.795,2.182,23.036,21.394,2.094,49.716
219.5,0.665628438,0.661049712,0.658237298,0.660125247,0.659065255,3.306,0.70247,70.247,27.992,41.469,42.267,51.606,53.82,55.502,1301.92,1270.398,1300.015,1287.762,4.796,2.114,23.036,21.396,2.028,49.959
220,0.665335939,0.660598633,0.657999724,0.659921111,0.658755812,3.303,0.70247,70.247,27.956,41.178,42.259,51.625,53.865,55.464,1301.863,1270.228,1295.795,1282.009,4.795,2.152,23.036,21.397,2.095,49.852
220.5,0.665049825,0.660192335,0.657683486,0.659735765,0.65846049,3.298,0.70242,70.242,27.953,41.319,42.356,51.578,53.824,55.473,1298.222,1267.667,1304.464,1292.261,4.797,2.114,23.039,21.331,2.084,49.926
221,0.664817044,0.659897768,0.657359788,0.659579034,0.658222357,3.299,0.70251,70.251,27.922,40.973,42.325,51.614,53.803,55.45,1299.872,1266.813,1295.909,1282.294,4.797,2.154,23.036,21.394,1.966,50.44
221.5,0.664636068,0.659702446,0.657106342,0.659449287,0.658072228,3.3,0.70237,70.237,27.92,41.019,42.233,51.497,53.758,55.363,1300.612,1269.773,1305.319,1291.179,4.8,2.159,23.038,21.451,1.974,50.26
222,0.664464883,0.659567589,0.656955331,0.659345059,0.658014144,3.298,0.70251,70.251,27.885,41.28,42.16,51.501,53.703,55.34,1300.27,1269.659,1297.905,1285.255,4.812,2.091,23.036,21.39,1.97,50.181
222.5,0.664272892,0.659475817,0.656876517,0.659256383,0.658014557,3.295,0.70251,70.251,27.841,41.113,42.097,51.492,53.789,55.414,1301.863,1270.285,1294.712,1280.87,4.795,2.152,23.036,21.396,1.97,49.71
223,0.664071945,0.659413661,0.656789598,0.659155391,0.658002814,3.299,0.70247,70.247,27.833,41.165,42.285,51.559,53.793,55.448,1300.668,1268.862,1296.993,1283.148,4.797,2.091,23.036,21.378,1.971,50.072
223.5,0.663898762,0.659346413,0.65661901,0.659021156,0.657910759,3.302,0.70256,70.256,27.807,41.356,42.351,51.547,53.781,55.454,1301.522,1269.374,1305.604,1292.432,4.795,2.184,23.039,21.462,1.97,49.831
224,0.663773966,0.659240658,0.656366209,0.658866715,0.657726651,3.292,0.70251,70.251,27.78,40.905,42.113,51.611,53.821,55.453,1299.019,1268.065,1304.35,1290.837,4.776,2.193,23.034,21.331,1.969,49.68
224.5,0.663677992,0.659094361,0.656109979,0.65871639,0.657494624,3.293,0.70256,70.256,27.769,41.107,42.247,51.554,53.83,55.464,1299.417,1267.724,1297.734,1284.23,4.797,2.18,23.036,21.403,1.97,49.977
225,0.663572211,0.658928527,0.655923415,0.658567519,0.657266498,3.298,0.70256,70.256,27.758,40.943,42.235,51.507,53.735,55.393,1298.791,1267.781,1305.718,1292.717,4.801,2.113,23.036,21.392,1.974,50.068
225.5,0.663451335,0.658764107,0.655816443,0.658401665,0.657078639,3.293,0.70242,70.242,27.795,41.003,42.368,51.561,53.807,55.471,1301.522,1269.943,1299.958,1286.508,4.797,2.091,23.036,21.329,1.966,49.727
226,0.663360613,0.658617128,0.655761791,0.658227614,0.656962342,3.29,0.70256,70.256,27.804,41.218,42.405,51.546,53.745,55.406,1297.142,1267.041,1297.962,1286.622,4.798,2.094,23.036,21.331,1.968,49.946
226.5,0.663341822,0.658505183,0.655744432,0.658090214,0.656934881,3.293,0.70251,70.251,27.806,41.098,42.406,51.625,53.791,55.485,1299.701,1267.667,1298.932,1285.768,4.796,2.113,23.036,21.331,1.959,49.906
227,0.663378077,0.65845036,0.655775621,0.658040646,0.656976573,3.292,0.70251,70.251,27.812,40.933,42.165,51.553,53.74,55.457,1302.318,1271.593,1302.182,1288.901,4.796,2.092,23.038,21.331,1.959,49.629
227.5,0.663423604,0.658475576,0.655877655,0.658106731,0.657044784,3.292,0.70247,70.247,27.913,41.159,42.229,51.496,53.79,55.424,1299.758,1267.667,1295.624,1282.294,4.813,2.171,23.034,21.394,1.963,49.967
